complaint_id,date_submitted,product,company,state,consumer_narrative,outcome,_true_theme,_true_confidence,_true_theme_2,_true_valence_score,_true_valence_label,_true_emotion
CFPB-000035,2020-03-23T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,FL,"ftc The Fair Debt Collection Practices Act ( FDCPA ) is the main federal law that governs debt collection practices. The FDCPA prohibits debt collection companies from using abusive, unfair or deceptive practices to collect debts from you The bureau found XXXX XXXX violated the Consumer Financial Protection Act in the way it administered a mandatory insurance program related to its auto loans. The bureau also found that the bank violated the CFPA in how it charged certain borrowers for mortgage interest rate-lock extensions. 

XXXX XXXX XXXX XXXX '' XXXX XXXX XXXX",Closed with explanation,Debt Collection Practices,0.8,,2,Negative,Frustrated
CFPB-000036,2023-08-24T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",LA,"My name is XXXX XXXX XXXX this complaint is not made in error neither is it being made by a third party.I declare under penalty of perjury I am alleging that a person or company- without my authorization- from unauthorized use of my social security number and card used my personal identifying information to apply for goods, services, or money ; and, was successful in creating some accounts. I have no knowledge of this and All is being investigated by the FTC and Under 15 U.S. Code 1681b Permissible purposes of consumer reports i never gave any written consent to report anything on my consumer reports no consent is fraud.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Worried
CFPB-000037,2025-01-18T12:00:00-05:00,Checking or savings account,CAPITAL ONE FINANCIAL CORPORATION,CA,"I am filling a complain with the CFPB regarding Captial One 's Failure to deposit my direct deposit from my employer and any other incoming deposits. Capital One has cited technical issues, which may violate the Electronic Funds Transfer Act ( EFTA ) as it requires timely access to funds. This situation raises concerns about consumer protections laws, and I request your assistance in investigating this matter to ensure my rights are upheld. Thank you.",Closed with explanation,Account Restriction & Fund Access,0.85,,2,Negative,Worried
CFPB-000038,2025-01-17T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,NJ,"These inaccuracies in the personal information on my credit report are unacceptable and a clear violation of 15 USC 1681 e ( b ), which requires credit reporting agencies to ensure maximum possible accuracy. The incorrect details include the name variation XXXX XXXX XXXX, my accurate name is XXXX XXXX XXXX. The other variation of my name, please correct or remove it. Incorrect addresses XXXX XXXX XXXX XXXX, NJ XXXX and XXXX XXXX XXXX XXXX, NJ XXXX should be removed. You can look to my supporting documents for an accurate address. I'm currently self-employed, please remove other employers listed on my credit report as they are incorrect variations such as XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX , NJ, XXXX XXXX XXXX XXXX XXXX Besides, under 15 USC 1681b, consumer reports can only be furnished for permissible purposes explicitly defined by law. Reporting these without my consent is a clear violation. This matter demands immediate investigation and correction without delay.",Closed with explanation,Inaccurate Payment History & Account Data,0.85,,2,Negative,Frustrated
CFPB-000039,2024-08-02T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",GA,"Recently I did an investigation on my credit report which caused severe XXXX upon me and found unverifiable, invalidated, inaccurate, and questionable items that your agency didn't make sure was reporting 100 % correct. Under 15 U.S. Code 1681e ( b ) ( b ) Accuracy of report Whenever a consumer reporting agency prepares a consumer report it shall follow reasonable procedures to assure maximum possible accuracy of the information concerning the individual about whom the report relates. I know that Under 15 U.S. Code 1681i ( 5 ) Treatment of inaccurate or unverifiable information ( A ) In general If, after any reinvestigation under paragraph ( 1 ) of any information disputed by a consumer, an item of the information is found to be inaccurate or incomplete or can not be verified, the consumer reporting agency shall ( i ) promptly delete that item of information from the file of the consumer, or modify that item of information, as appropriate, based on the results of the reinvestigation ; ",Closed with non-monetary relief,Dispute Process Failures,0.85,,2,Negative,Frustrated
CFPB-000040,2025-07-24T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,"I did not authorize these inquiries and have no knowledge of any application for credit with the associated entities. I believe these may be the result of identity theft or fraudulent activity. According to the Fair Credit Reporting Act ( FCRA ), only inquiries made with my written authorization or in connection with a permissible purpose should appear on my credit report.",Closed with explanation,Unauthorized Credit Inquiries,0.9,Identity Theft & Fraudulent Accounts,2,Negative,Worried
CFPB-000041,2021-01-05T12:00:00-05:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,WA,I had a credit limit $ XXXXI never asked to increase the credit amount.Somehow my credit limit becomes $ XXXXI did return the purchase to Neiman Marcus last call and to the store in XX/XX/XXXX.I do not get any refund Back on XXXX I ask at first despiute the charges on XXXX XXXXAll the tome when I ask about hardship and despuite the chargesNeinan Marcus representatives hang off the phone .It happened today too.,Closed with explanation,"Billing, Fees & Card Disputes",0.85,,2,Negative,Frustrated
CFPB-000042,2019-05-22T12:00:00-05:00,Checking or savings account,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,"On XX/XX/2019 I went to Bank of America located at XXXX XXXX  XXXX XXXX, XXXX, CT XXXX. I spoke to XXXX XXXX a Relationship Manager. I had a check in the amount of {$21000.00} that I received from my mothers life insurance policy, I opened a savings account with said check. I asked how long would it take for said check to clear Mr. XXXX said {$5000.00} of the money would be released on XX/XX/2019 and the {$16.00}, XXXX would be released on XX/XX/2019. I didn't receive any money it's still on hold, I went to Bank of America XX/XX/2019 spoke to Mr. XXXX regarding said issue, he said a third party placed an extended hold on my money and said it will be released on the XXXX XXXX, 2019 but he would call me on the Monday XX/XX/XXXX to see if the money would be released sooner. Needless to say NO phone call from Mr. XXXX. I just want my money so I can pay for my mother 's funeral this time is difficult enough. Please help me get my money. This is so unprofessional and disrespectful.",Closed with explanation,Account Restriction & Fund Access,0.9,,2,Negative,Frustrated
CFPB-000043,2018-01-15T12:00:00-05:00,Credit reporting,AMERICAN HONDA FINANCE CORP,MS,"I have contacted these companies as these accounts were included in a chapter XXXX bankruptcy and upon health problems which was a XXXX XXXX and unable to work my bankruptcy was dismissed. These accounts went into a charge off status and when I was made aware of these accounts, I diligently Made the necessary steps to correct these reports by paying the balance made the necessary steps to correct these reports my pay and the balances on these accounts, They are misrepresented on my credit report and all statuses pertain to in these reports by these creditors should reflect that these accounts are paid and they are not collections and they are not charge-offs. I am willing to work with anyone to make these corrections by any means they suggest",Closed with explanation,Inaccurate Payment History & Account Data,0.9,,2,Negative,Disappointed
CFPB-000044,2023-08-25T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MA,"I've found that my credit report has erroneous information for the third time! According to Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ), the three credit bureaus must check these items ( A ). It is unacceptable to list these items as information without verifying them within the legally mandated time frame. I require an investigation, a correction, or an update of the following erroneous information on my credit report : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXX",Closed with non-monetary relief,Inaccurate or Erroneous Credit Reporting,0.95,Dispute and Investigation Process Issues,2,Negative,Frustrated
CFPB-000045,2025-06-24T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,GA,"To Whom It May Concern, I am writing to formally dispute and demand the immediate removal of the following fraudulent accounts and inquiries from my credit report due to identity theft. These accounts were opened without my consent, and I am invoking my rights under the Fair Credit Reporting Act ( FCRA ) to have these items promptly removed.

I am also writing to formally notify you that I am a victim of identity theft and request the immediate blocking and deletion of all fraudulent accounts or information related to the identity theft, as authorized by 15 U.S.C. 1681c-2 ( a ). I became aware of the breach of my personal information through the Equifax data breach, which has exposed my sensitive data to unauthorized individuals. 
The following fraudulent accounts and inquiries have been identified as a result of this breach : Account Name : XXXX XXXX Account Number : XXXX Date Opened : XX/XX/year> Balance : {$930.00}",Closed with explanation,Identity Theft and Fraudulent Accounts,0.95,Dispute and Investigation Process Issues,2,Negative,Worried
CFPB-000046,2025-09-04T12:00:00-05:00,Debt collection,Collection Attorneys USA LLC,CA,The company Collections Attorney USA LLC called me saying theres a claim against me and that I can avoid going to court and paying fees if I paid the debt I owe. I explained I have no source of income at the moment only my social security benefits and we scheduled a payment arrangement so I can avoid going to court. Unfortunately I have a XXXX and I forgot about the payment arrangement and the last payment due I couldnt pay so when i attempted to call to see if I can have a little more time to pay they said I can take it up with the court and hung up on me because I didnt remember what I was paying.,Closed with explanation,Debt Collection Practices,0.9,,2,Negative,Frustrated
CFPB-000047,2024-06-05T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Per the fair credit reporting act as a federally protected consumer I am now opting out of any and all authorization i the consumer may have given you written unwritten verbal and non verbal per 15 usc 6802. Department of education is inaccurately reporting a debt on my consumer report without my written consent as required by consumer laws and federal laws. I have involved my rights to privacy and demand that my non public personal information is ceased from being shared from the department of education to all 3 credit bureaus. I have not received validation or any signed contract obligating me to owe the alleged debt. Department of education and all 3 credit bureaus is govern by less protecting consumers private information as well as obtaining accurate information before furnishing to a consumers report. I am demanding that department of education immediately stop the furnishing of my personal information shared to the credit agencies I have not given consent or given any agency pow,Closed with non-monetary relief,Debt Collection Practices,0.8,,2,Negative,Angry
CFPB-000048,2026-02-18T12:00:00-05:00,"Money transfer, virtual currency, or money service","Paypal Holdings, Inc",TX,"I made an online purchase from XXXX XXXX and paid {$110.00} via XXXX on XX/XX/XXXX. The product was not received in the "" express shipping '' timeframe they stated and was received on XX/XX/XXXX. When received the product did not match the description/picturesd. I reached out to the company immediately on XX/XX/XXXX when I hadn't received the product ordered as a Christmas gift. They said they couldn't do anything while it was still in transit. It arrived later on XX/XX/XXXX and I reached out again requesting a refund. They told me they would refund my money and provided a return address to ship the product to. I shipped the product at my own expense of {$16.00}, and per the tracking it was delivered to the address provided on XX/XX/XXXX. They confirmed receipt via email and stated I would be refunded in XXXX business days. XXXX business days later and no refund, so I reported the issue to PayPal. I provided all of the correspondence from the company acknowledging they would refund me,",Closed with non-monetary relief,"Billing, Fees & Card Disputes",0.9,,2,Negative,Disappointed
